Título,Autor,Serie,Valoración,Votos
AT PEACE,Kristen Ashley,The 'Burg #2,4.46,29779
UNDIVIDED,Neal Shusterman,Unwind #4,4.46,27669
MORTAL COIL,Derek Landy,Skulduggery Pleasant #5,4.46,21446
THE HIDING PLACE: THE TRIUMPHANT TRUE STORY OF CORRIE TEN BOOM,Corrie ten Boom,,4.46,325353
THE REMARKABLE JOURNEY OF COYOTE SUNRISE,Dan Gemeinhart,,4.46,26349
MEMORIES OF ICE,Steven Erikson,Malazan Book of the Fallen #3,4.46,58672
WHITE HOT,Ilona Andrews,Hidden Legacy #2,4.46,45391
OBSIDIO,Amie Kaufman,The Illuminae Files #3,4.46,53579
GODSGRAVE,Jay Kristoff,The Nevernight Chronicle #2,4.46,60553
SAY NOTHING: A TRUE STORY OF MURDER AND MEMORY IN NORTHERN IRELAND,Patrick Radden Keefe,,4.46,105593
BECOMING,Michelle Obama,,4.46,1051869
FUELED,K. Bromberg,Driven #2,4.46,52317
"FINDING CHIKA: A LITTLE GIRL, AN EARTHQUAKE, AND THE MAKING OF A FAMILY",Mitch Albom,,4.46,30878
PEER-E-KAMIL/پیر کامل,Umera Ahmed,,4.46,10127
THE CRIMSON CROWN,Cinda Williams Chima,Seven Realms #4,4.46,44142
HEIR OF FIRE,Sarah J. Maas,Throne of Glass #3,4.46,891786
"DEATH NOTE, VOL. 1: BOREDOM",Tsugumi Ohba,Death Note #1,4.46,304297
A GRIMM WARNING,Chris Colfer,The Land of Stories #3,4.46,55562
THE MEMORY KEEPER OF KYIV,Erin Litteken,,4.46,16676
"THE SANDMAN, VOL. 8: WORLDS' END",Neil Gaiman,,4.45,52373
ROOM ON THE BROOM,Julia Donaldson,,4.45,23257
BONE: THE COMPLETE EDITION,Jeff Smith,,4.45,36979
THE COMPLETE ANNE OF GREEN GABLES,L.M. Montgomery,Anne of Green Gables #1-8,4.45,105159
"WHAT HAPPENED TO YOU? CONVERSATIONS ON TRAUMA, RESILIENCE, AND HEALING",Bruce D. Perry,,4.45,80835
NOTHING TO ENVY: ORDINARY LIVES IN NORTH KOREA,Barbara Demick,,4.45,86976
STELLARLUNE,Shannon Messenger,Keeper of the Lost Cities #9,4.45,18490
ADDICTED AFTER ALL,Krista Ritchie,Addicted #5,4.45,40575
HAMILTON: THE REVOLUTION,Lin-Manuel Miranda,,4.45,52833
LIFE AND FATE,Vasily Grossman,,4.45,13095
YOU ARE SPECIAL,Max Lucado,Wemmicksville #1,4.45,52529
KEYS TO THE DEMON PRISON,Brandon Mull,Fablehaven #5,4.45,83514
BINDING 13,Chloe Walsh,Boys of Tommen #1,4.45,114751
LES DISPARUS DU CLAIRDELUNE,Christelle Dabos,La Passe-Miroir #2,4.45,66780
THE ROSE CODE,Kate Quinn,,4.45,254852
LABYRINTHS: SELECTED STORIES & OTHER WRITINGS,Jorge Luis Borges,,4.45,31754
MORE THAN FOREVER,Jay McLean,More Than #4,4.45,17189
STELLARLUNE,Shannon Messenger,Keeper of the Lost Cities #9,4.45,18490
"FRUITS BASKET, VOL. 12",Natsuki Takaya,,4.45,14489
UZUMAKI,Junji Ito,,4.45,64626
THE BROKEN EYE,Brent Weeks,Lightbringer #3,4.45,63812
THE ALMANACK OF NAVAL RAVIKANT: A GUIDE TO WEALTH AND HAPPINESS,Eric Jorgenson,,4.45,46451
MAGIC RISES,Ilona Andrews,Kate Daniels #6,4.45,58511
THE WALKING DEAD: COMPENDIUM ONE,Robert Kirkman,,4.44,69631
ROOTS: THE SAGA OF AN AMERICAN FAMILY,Alex Haley,,4.44,159864
AN ECHO IN THE BONE,Diana Gabaldon,Outlander #7,4.44,153081
ALL THINGS WISE AND WONDERFUL,James Herriot,All Creatures Great and Small #5-6,4.44,35004
A DANGEROUS PATH,Erin Hunter,Warriors #5,4.44,49662
THE DECLARATION OF INDEPENDENCE / THE CONSTITUTION OF THE UNITED STATES,Founding Fathers,,4.44,25721
SOOKIE STACKHOUSE 7-COPY BOXED SET,Charlaine Harris,Sookie Stackhouse #1-7,4.44,28111
THE POETRY OF PABLO NERUDA,Pablo Neruda,,4.44,19543
ENDURANCE: SHACKLETON'S INCREDIBLE VOYAGE,Alfred Lansing,,4.44,132661
"RED NOTICE: A TRUE STORY OF HIGH FINANCE, MURDER, AND ONE MAN'S FIGHT FOR JUSTICE",Bill Browder,,4.44,93349
THE LORD GOD MADE THEM ALL,James Herriot,All Creatures Great and Small #7,4.44,27801
THE LOST HEIR,Tui T. Sutherland,Wings of Fire #2,4.44,39007
THE STORY OF A NEW NAME,Elena Ferrante,The Neapolitan Novels #2,4.44,179885
A GAME OF THRONES,George R.R. Martin,A Song of Ice and Fire #1,4.44,2495710
PERCY JACKSON'S GREEK GODS,Rick Riordan,,4.44,83965
MAGIC BLEEDS,Ilona Andrews,Kate Daniels #4,4.44,84243
THE STORY OF THE LOST CHILD,Elena Ferrante,The Neapolitan Novels #4,4.44,137768
"DEATH NOTE, VOL. 7: ZERO",Tsugumi Ohba,Death Note #7,4.44,27933
"IF NOT, WINTER: FRAGMENTS OF SAPPHO",Sappho,,4.44,17887
THE HOLY BIBLE: KING JAMES VERSION,Anonymous,,4.44,293517
EL DÍA QUE DEJÓ DE NEVAR EN ALASKA,Alice Kellen,,4.44,53175
THE HUNTERS,John Flanagan,Brotherband Chronicles #3,4.44,19579
THE ENCHANTRESS RETURNS,Chris Colfer,The Land of Stories #2,4.44,66280
A BREATH OF SNOW AND ASHES,Diana Gabaldon,Outlander #6,4.44,178196
PRISONER B-3087,Alan Gratz,,4.44,36767
KISS OF SNOW,Nalini Singh,Psy-Changeling #10,4.44,32000
GEMINA,Amie Kaufman,The Illuminae Files #2,4.44,76562
TURN COAT,Jim Butcher,The Dresden Files #11,4.44,104939
THE BLOOD OF OLYMPUS,Rick Riordan,The Heroes of Olympus #5,4.43,331972
"THE SANDMAN, VOL. 2: THE DOLL'S HOUSE",Neil Gaiman,,4.43,105998
SENTINEL,Jennifer L. Armentrout,Covenant #5,4.43,44322
A DANCE WITH DRAGONS 2: AFTER THE FEAST,George R.R. Martin,A Song of Ice and Fire #5 Part 2 of 2,4.43,30118
TRESS OF THE EMERALD SEA,Brandon Sanderson,The Cosmere #28,4.43,118657
LOVER AWAKENED,J.R. Ward,Black Dagger Brotherhood #3,4.43,180707
FIFTH GRAVE PAST THE LIGHT,Darynda Jones,Charley Davidson #5,4.43,36916
A TIME TO LOVE AND A TIME TO DIE,Erich Maria Remarque,,4.43,13203
"FRUITS BASKET, VOL. 8",Natsuki Takaya,,4.43,17014
MEMORY,Lois McMaster Bujold,Vorkosigan Saga #10,4.43,18689
UNITED WE SPY,Ally Carter,Gallagher Girls #6,4.43,36337
BENEATH A SCARLET SKY,Mark T. Sullivan,,4.43,340631
AN AUTHOR'S ODYSSEY,Chris Colfer,The Land of Stories #5,4.43,40642
MUSE OF NIGHTMARES,Laini Taylor,Strange the Dreamer #2,4.43,62195
DARK STATE,Jack     Slater,Jason Trapp #1,4.43,12199
CHAIN OF IRON,Cassandra Clare,The Last Hours #2,4.43,76376
DEMON FROM THE DARK,Kresley Cole,Immortals After Dark #9,4.43,47535
EXCALIBUR,Bernard Cornwell,The Warlord Chronicles #3,4.43,27706
MAGIC STRIKES,Ilona Andrews,Kate Daniels #3,4.43,85937
IN THE DREAM HOUSE,Carmen Maria Machado,,4.43,125618
THE SCUM VILLAIN'S SELF-SAVING SYSTEM: REN ZHA FANPAI ZIJIU XITONG,Mò Xiāng Tóng Xiù,Novel Vol. 1,4.43,14697
PALE DEMON,Kim Harrison,The Hollows #9,4.43,47962
KINGS RISING,C.S. Pacat,Captive Prince #3,4.43,63007
SMALL FAVOR,Jim Butcher,The Dresden Files #10,4.43,109778
"BAND OF BROTHERS: E COMPANY, 506TH REGIMENT, 101ST AIRBORNE FROM NORMANDY TO HITLER'S EAGLE'S NEST",Stephen E. Ambrose,,4.43,126494
"ENDER'S GAME, VOLUME 1: BATTLE SCHOOL",Christopher Yost,Ender's Saga,4.43,50589
THE SCUM VILLAIN'S SELF-SAVING SYSTEM: REN ZHA FANPAI ZIJIU XITONG,Mò Xiāng Tóng Xiù,Novel Vol. 2,4.43,10879
PERCY JACKSON'S GREEK HEROES,Rick Riordan,,4.43,46268
NOT THAT BAD: DISPATCHES FROM RAPE CULTURE,Roxane Gay,,4.43,20302
THE BOOK OF LOST NAMES,Kristin Harmel,,4.43,200960
HARRY POTTER AND THE CHAMBER OF SECRETS,J.K. Rowling,Harry Potter #2,4.43,3941661
THE GIRL WITH THE LOUDING VOICE,Abi Daré,,4.43,150014
BEYOND THE KINGDOMS,Chris Colfer,The Land of Stories #4,4.43,48308
A THOUSAND SPLENDID SUNS,Khaled Hosseini,,4.43,1534200
THE RIGHT MOVE,Liz Tomforde,Windy City #2,4.43,189195
زمن الخيول البيضاء,Ibrahim Nasrallah,,4.43,10669
THE NIGHT ANGEL TRILOGY,Brent Weeks,Night Angel #1-3,4.43,26817
LEFT TO TELL: DISCOVERING GOD AMIDST THE RWANDAN HOLOCAUST,Immaculée Ilibagiza,,4.43,44777
OTHER WORDS FOR HOME,Jasmine Warga,,4.43,30777
CLOCKWORK PRINCE,Cassandra Clare,The Infernal Devices #2,4.42,553154
"DEATH NOTE, VOL. 4: LOVE",Tsugumi Ohba,Death Note #4,4.42,38263
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,,4.42,3034593
STORY OF A SOUL: THE AUTOBIOGRAPHY OF ST. THÉRÈSE OF LISIEUX,Thérèse of Lisieux,,4.42,17531
CODE RED,Kyle Mills,Mitch Rapp #22,4.42,13761
THE WORLD OF WINNIE-THE-POOH,A.A. Milne,Winnie-the-Pooh #1-2,4.42,47655
SOULS UNFRACTURED,Tillie Cole,Hades Hangmen #3,4.42,26512
A CLASH OF KINGS,George R.R. Martin,A Song of Ice and Fire #2,4.42,937189
FOREST OF SECRETS,Erin Hunter,Warriors #3,4.42,56818
THE GREAT ALONE,Kristin Hannah,,4.42,792700
"SAGA, VOLUME 4",Brian K. Vaughan,,4.42,79122
WAR AND REMEMBRANCE,Herman Wouk,The Henry Family #2,4.42,37397
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,,4.42,3034593
THE GIRL WITH SEVEN NAMES: A NORTH KOREAN DEFECTOR’S STORY,Hyeonseo Lee,,4.42,89255
MAUS II: A SURVIVOR'S TALE: AND HERE MY TROUBLES BEGAN,Art Spiegelman,,4.42,149198
LORD OF SHADOWS,Cassandra Clare,The Dark Artifices #2,4.42,145900
BUMI MANUSIA,Pramoedya Ananta Toer,,4.42,19907
KÜRK MANTOLU MADONNA,Sabahattin Ali,,4.42,58665
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,,4.42,3034593
REMEMBER,Karen Kingsbury,Redemption #2,4.42,23635
KEEPER OF THE LOST CITIES,Shannon Messenger,,4.42,79264
LOS SIETE MARIDOS DE EVELYN HUGO,Taylor Jenkins Reid,,4.42,3034593
DEATH'S END,Liu Cixin,Remembrance of Earth’s Past #3,4.42,113421
BLOOD SONG,Anthony Ryan,Raven's Shadow #1,4.42,85974
SPILLED MILK,K.L. Randis,,4.42,63135
THE FOUNDATION TRILOGY,Isaac Asimov,Foundation #1-3,4.42,103176
THE BANDS OF MOURNING,Brandon Sanderson,Mistborn #6,4.42,137774
THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,,4.42,3034593
THE GATHERING STORM,Robert Jordan,The Wheel of Time #12,4.42,161097
WINTER,Marissa Meyer,The Lunar Chronicles #4,4.42,280330
FICCIONES,Jorge Luis Borges,,4.42,68064
THE BATTLE OF THE LABYRINTH,Rick Riordan,Percy Jackson and the Olympians #4,4.42,1086617
THE DARK FOREST,Liu Cixin,Remembrance of Earth’s Past #2,4.42,148177
WE WERE THE LUCKY ONES,Georgia Hunter,,4.42,154050
ANTES DE DICIEMBRE,Joana Marcús,Meses a tu lado #1,4.42,101390
THE EMPEROR OF NIHON-JA,John Flanagan,Ranger's Apprentice #10,4.42,54048
THE BATTLE OF THE LABYRINTH,Rick Riordan,Percy Jackson and the Olympians #4,4.42,1086617
ROCK BOTTOM,R.K. Lilley,Tristan & Danika #2,4.42,21750
D'AULAIRES' BOOK OF GREEK MYTHS,Ingri d'Aulaire,,4.42,18945
DARK DAYS,Derek Landy,Skulduggery Pleasant #4,4.42,23466
THE MARTIAN,Andy Weir,,4.42,1125008
"THE SANDMAN, VOL. 6: FABLES & REFLECTIONS",Neil Gaiman,,4.42,59110
THIS IS GOING TO HURT: SECRET DIARIES OF A JUNIOR DOCTOR,Adam Kay,,4.41,284176
CRESS,Marissa Meyer,The Lunar Chronicles #3,4.41,370018
SHŌGUN,James Clavell,Asian Saga #1,4.41,181573
MOOMINLAND MIDWINTER,Tove Jansson,The Moomins #6,4.41,14528
BETTY,Tiffany   McDaniel,,4.41,35085
LA CASA SUL MARE CELESTE,T.J. Klune,,4.41,634816
MIDNIGHT TIDES,Steven Erikson,Malazan Book of the Fallen #5,4.41,41850
THE DARK SECRET,Tui T. Sutherland,Wings of Fire #4,4.41,31280
BAD BLOOD: SECRETS AND LIES IN A SILICON VALLEY STARTUP,John Carreyrou,,4.41,260534
THE AMAZING BOOK IS NOT ON FIRE,Daniel  Howell,,4.41,17740
THE TAKEOVER,T.L. Swan,Miles High Club #2,4.41,108000
THE HOUSE IN THE CERULEAN SEA,T.J. Klune,The House in the Cerulean Sea #1,4.41,634816
SHŌGUN,James Clavell,Asian Saga #1,4.41,181573
EAST OF EDEN,John Steinbeck,,4.41,540539
MEN AT ARMS: THE PLAY,Stephen Briggs,,4.41,30091
THE RIDE OF A LIFETIME: LESSONS LEARNED FROM 15 YEARS AS CEO OF THE WALT DISNEY COMPANY,Robert Iger,,4.41,82598
COMPLETE WORKS,Arthur Rimbaud,,4.41,10018
"TOKYO GHOUL, TOME 1",Sui Ishida,Tokyo Ghoul #1,4.41,143989
"NARUTO, VOL. 1: UZUMAKI NARUTO",Masashi Kishimoto,Naruto #1,4.41,209616
THE BLINDING KNIFE,Brent Weeks,Lightbringer #2,4.41,87665
VOICES FROM CHERNOBYL: THE ORAL HISTORY OF A NUCLEAR DISASTER,Svetlana Alexievich,,4.41,57656
FALL OF KINGS,David Gemmell,Troy #3,4.41,10264
WHERE I'M CALLING FROM: NEW AND SELECTED STORIES,Raymond Carver,,4.41,21689
AS SURE AS THE DAWN,Francine Rivers,Mark of the Lion #3,4.41,41299
A CIVIL CAMPAIGN,Lois McMaster Bujold,Vorkosigan Saga #12,4.41,19196
"THE NOTEBOOK, THE PROOF, THE THIRD LIE: THREE NOVELS",Ágota Kristóf,,4.41,29382
"THE SANDMAN, VOL. 5: A GAME OF YOU",Neil Gaiman,,4.41,66270
BEHAVE: THE BIOLOGY OF HUMANS AT OUR BEST AND WORST,Robert M. Sapolsky,,4.41,23415
DEAD BEAT,Jim Butcher,The Dresden Files #7,4.41,126003
AN INVISIBLE CLIENT,Victor Methos,,4.41,15303
ENEMY OF GOD,Bernard Cornwell,The Warlord Chronicles #2,4.41,25564
THE BOOK OF DISQUIET,Fernando Pessoa,,4.41,30856
ROCK CHICK REDEMPTION,Kristen Ashley,Rock Chick #3,4.41,35865
THE SON OF NEPTUNE,Rick Riordan,The Heroes of Olympus #2,4.41,592794
THE BOOK OF DISQUIET: THE COMPLETE EDITION,Fernando Pessoa,,4.41,30856
FOOL'S ASSASSIN,Robin Hobb,The Fitz and the Fool #1,4.41,56044
DARK SLAYER,Christine Feehan,Dark #17,4.41,17181
MEN AT ARMS,Terry Pratchett,Discworld #15; City Watch #2,4.4,101580
GOING POSTAL,Terry Pratchett,Discworld #33; Moist von Lipwig #1,4.4,124410
A DOG'S JOURNEY,W. Bruce Cameron,A Dog's Purpose #2,4.4,30766
WHEN BREATH BECOMES AIR,Paul Kalanithi,,4.4,671829
THE PHYSICIAN,Noah Gordon,Cole Family Trilogy #1,4.4,51889
MAGIC SLAYS,Ilona Andrews,Kate Daniels #5,4.4,75336
THE SUNNE IN SPLENDOUR,Sharon Kay Penman,,4.4,21904
THUNDERHEAD,Neal Shusterman,Arc of a Scythe #2,4.4,179629
رباعيات صلاح جاهين,صلاح جاهين,,4.4,11849
BEFORE WE WERE YOURS,Lisa Wingate,,4.4,610269
INCENDIARY,Amy A. Bartol,The Premonition #4,4.4,18722
THE PEACEGIVER: HOW CHRIST OFFERS TO HEAL OUR HEARTS AND HOMES,James L. Ferrell,,4.4,14208
RISING STORM,Erin Hunter,Warriors #4,4.4,52005
THE FACELESS ONES,Derek Landy,Skulduggery Pleasant #3,4.4,28577
THE KINGDOM OF COPPER,S.A. Chakraborty,The Daevabad Trilogy #2,4.4,69347
THE ASSASSIN AND THE EMPIRE,Sarah J. Maas,Throne of Glass #0.5,4.4,46946
SAATLERI AYARLAMA ENSTITÜSÜ,Ahmet Hamdi Tanpınar,,4.4,14453
RECKLESS,S.C. Stephens,Thoughtless #3,4.4,77850
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,,4.4,333696
THE POISON JUNGLE,Tui T. Sutherland,Wings of Fire #13,4.4,16442
THE TWELVE CHAIRS,Ilya Ilf,,4.4,23216
LADY LUCK,Kristen Ashley,Colorado Mountain #3,4.4,39603
FALLS THE SHADOW,Sharon Kay Penman,Welsh Princes #2,4.4,10215
"THE BODY KEEPS THE SCORE: BRAIN, MIND, AND BODY IN THE HEALING OF TRAUMA",Bessel van der Kolk,,4.4,185334
CONSENT TO KILL,Vince Flynn,Mitch Rapp #8,4.4,49555
"AKIRA, VOL. 1",Katsuhiro Otomo,,4.4,34475
GATES OF FIRE,Steven Pressfield,,4.4,38599
WE SHOULD ALL BE FEMINISTS,Chimamanda Ngozi Adichie,,4.4,293562
THE WHEEL OF TIME: BOXED SET,Robert Jordan,Wheel of Time #1-8,4.4,10185
MASTER OF THE SENATE,Robert A. Caro,,4.4,22395
THE KING OF ATTOLIA,Megan Whalen Turner,The Queen's Thief #3,4.39,40300
THE BOOK THIEF,Markus Zusak,,4.39,2565715
THE KNOWLEDGE OF THE HOLY,A.W. Tozer,,4.39,26498
IN THE PINES,Kendra Elliot,Columbia River #3; Mercy Kilpatrick #7,4.39,15441
الحرافيش,Naguib Mahfouz,,4.39,18189
TOTTO-CHAN: THE LITTLE GIRL AT THE WINDOW,Tetsuko Kuroyanagi,,4.39,29160
FRONT DESK,Kelly Yang,Front Desk #1,4.39,38808
REAPER'S GALE,Steven Erikson,Malazan Book of the Fallen #7,4.39,34785
شجرتي شجرة البرتقال الرائعة,José Mauro de Vasconcelos,,4.39,68215
COSMOS,Carl Sagan,,4.39,146555
THE COMPLETE STORIES AND POEMS,Edgar Allan Poe,,4.39,250024
BLOOD RITES,Quinn Loftis,The Grey Wolves #2,4.39,22088
VOYAGER,Diana Gabaldon,Outlander #3,4.39,308922
FIRST LORD'S FURY,Jim Butcher,Codex Alera #6,4.39,63064
KISSES FROM KATIE,Katie Davis Majors,,4.39,33176
I WILL ALWAYS WRITE BACK: HOW ONE LETTER CHANGED TWO LIVES,Caitlin Alifirenka,,4.39,25602
WHERE THE CRAWDADS SING,Delia Owens,,4.39,3006411
WE WERE EIGHT YEARS IN POWER: AN AMERICAN TRAGEDY,Ta-Nehisi Coates,,4.39,29557
TRES MESES,Joana Marcús,Meses a tu lado #3,4.39,45106
LOVER MINE,J.R. Ward,Black Dagger Brotherhood #8,4.39,113285
HALT'S PERIL,John Flanagan,Ranger's Apprentice #9,4.39,58708
THE BOYS IN THE BOAT: NINE AMERICANS AND THEIR EPIC QUEST FOR GOLD AT THE 1936 BERLIN OLYMPICS,Daniel James Brown,,4.39,314581
THE EVENING AND THE MORNING,Ken Follett,Kingsbridge #0,4.39,110166
CHAIN OF GOLD,Cassandra Clare,The Last Hours #1,4.39,105204
SECRETS OF THE DRAGON SANCTUARY,Brandon Mull,Fablehaven #4,4.39,89581
GUESS HOW MUCH I LOVE YOU,Sam McBratney,,4.39,142123
THE PATH TO POWER,Robert A. Caro,,4.39,23891
"THE BLACK JEWELS TRILOGY: DAUGHTER OF THE BLOOD, HEIR TO THE SHADOWS, QUEEN OF THE DARKNESS",Anne Bishop,The Black Jewels #1-3,4.39,13887
THE COMPLETE STORIES,Flannery O'Connor,,4.39,39240
JAYBER CROW,Wendell Berry,,4.39,18699
FUEL THE FIRE,Krista Ritchie,Calloway Sisters #3,4.39,35763
THE INVADERS,John Flanagan,Brotherband Chronicles #2,4.39,23409
ARCHANGEL'S LEGION,Nalini Singh,Guild Hunter #6,4.39,26146
THE FELLOWSHIP OF THE RING,J.R.R. Tolkien,The Lord of the Rings #1,4.39,2814041
THE ESSENTIAL RUMI,Rumi (Jalal ad-Din Muhammad ar-Rumi),,4.39,47483
SHADOWFEVER,Karen Marie Moning,Fever #5,4.39,109022
DEAD FALL,Brad Thor,Scot Harvath #22,4.39,11498
THE CITY OF DREAMING BOOKS,Walter Moers,Zamonia #4,4.39,21326
THE GODFATHER,Mario Puzo,The Godfather #1,4.39,421562
THE TRAPPED GIRL,Robert Dugoni,Tracy Crosswhite #4,4.39,51849
IN THE SHADOW OF YOUNG GIRLS IN FLOWER,Marcel Proust,,4.39,15093
SUPERNOVA,Marissa Meyer,Renegades #3,4.39,72642
HARRY POTTER AND THE METHODS OF RATIONALITY,Eliezer Yudkowsky,,4.39,17184
BOY'S LIFE,Robert McCammon,,4.39,35119
PERSONA NORMAL,Benito Taibo,,4.39,27993
PATRIA,Fernando Aramburu,,4.39,42078
WHERE THE CRAWDADS SING,Delia Owens,A Novel,4.39,3006437
THE COMPLETE PERSEPOLIS,Marjane Satrapi,,4.39,182530
HEARTLESS,Elsie Silver,Chestnut Springs #2,4.39,211884
INDIA AFTER GANDHI: THE HISTORY OF THE WORLD'S LARGEST DEMOCRACY,Ramachandra Guha,,4.39,17180
PROVEN GUILTY,Jim Butcher,The Dresden Files #8,4.39,121187
CITY OF HEAVENLY FIRE,Cassandra Clare,The Mortal Instruments #6,4.39,384782
THE NIGHT BEFORE CHRISTMAS,Clement Clarke Moore,,4.39,122983
CONCRETE ROSE,Angie Thomas,The Hate U Give #0,4.39,59451
THE LIGHTNING-STRUCK HEART,T.J. Klune,Tales From Verania #1,4.39,15273
WHAT SHE FOUND,Robert Dugoni,Tracy Crosswhite #9,4.39,22822
NOBODY'S BOY,Hector Malot,,4.39,20606
REFUGEE,Alan Gratz,,4.39,67830
القرآن الكريم,Anonymous,,4.39,68175
THE BROTHERS K,David James Duncan,,4.39,15932
"AND THE BAND PLAYED ON: POLITICS, PEOPLE, AND THE AIDS EPIDEMIC",Randy Shilts,,4.38,27734
SELECTED STORIES OF ANTON CHEKHOV,Anton Chekhov,,4.38,30881
AMARI AND THE NIGHT BROTHERS,B.B. Alston,Supernatural Investigations #1,4.38,29493
THIS MAN CONFESSED,Jodi Ellen Malpas,This Man #3,4.38,83272
THE EMPEROR'S SOUL,Brandon Sanderson,,4.38,99628
SHIELD OF THUNDER,David Gemmell,Troy #2,4.38,10705
THE DRAGON REPUBLIC,R.F. Kuang,The Poppy War #2,4.38,118284
JUDGMENT PREY,John Sandford,Lucas Davenport #33; Virgil Flowers #15,4.38,20496
SILVER BORNE,Patricia Briggs,Mercy Thompson #5,4.38,107683
THE HOLLOW BOY,Jonathan Stroud,Lockwood & Co. #3,4.38,28915
PRINCE OF THE ELVES,Kazu Kibuishi,Amulet #5,4.38,22485
THE OUTCASTS,John Flanagan,Brotherband Chronicles #1,4.38,30239
"FRUITS BASKET, VOL. 2",Natsuki Takaya,,4.38,22528
THE GIVING TREE,Shel Silverstein,,4.38,1129366
WHITE NIGHT,Jim Butcher,The Dresden Files #9,4.38,119535
THE FORGOTTEN SOLDIER,Guy Sajer,,4.38,11197
THE MIRACULOUS JOURNEY OF EDWARD TULANE,Kate DiCamillo,,4.38,109741
BLOODLANDS: EUROPE BETWEEN HITLER AND STALIN,Timothy Snyder,,4.38,16578
THE WELL OF ASCENSION,Brandon Sanderson,Mistborn #2,4.38,472074
DREAMFEVER,Karen Marie Moning,Fever #4,4.38,102281
EMBLAZE,Jessica Shirvington,The Violet Eden Chapters #3,4.38,11596
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,,4.38,325821
THE BLACK OBELISK,Erich Maria Remarque,,4.38,14038
A DAY OF FALLEN NIGHT,Samantha    Shannon,The Roots of Chaos #0,4.38,29564
REMINDERS OF HIM,Colleen Hoover,,4.38,1209585
SUNSET,Erin Hunter,Warriors: The New Prophecy #6,4.38,33363
THE SHIP OF THE DEAD,Rick Riordan,Magnus Chase and the Gods of Asgard #3,4.38,90594
GENGHIS: BIRTH OF AN EMPIRE,Conn Iggulden,Conqueror #1,4.38,34269
THE DARKEST SURRENDER,Gena Showalter,Lords of the Underworld #8,4.38,32400
"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE AND REDEMPTION",Laura Hillenbrand,,4.38,936244
THE POET X,Elizabeth Acevedo,,4.38,127851
WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,,4.38,95604
"DEATH NOTE, VOL. 12: FINIS",Tsugumi Ohba,Death Note #12,4.38,19728
THE ASSASSIN AND THE DESERT,Sarah J. Maas,Throne of Glass #0.3,4.38,50707
FROM SAND AND ASH,Amy Harmon,,4.38,62644
CHASING THE PROPHECY,Brandon Mull,Beyonders #3,4.38,21710
THE GRAY WOLF THRONE,Cinda Williams Chima,Seven Realms #3,4.38,48951
MY UTMOST FOR HIS HIGHEST,Oswald Chambers,,4.38,80132
FULL TILT,Emma   Scott,Full Tilt #1,4.38,31540
"OURAN HIGH SCHOOL HOST CLUB, VOL. 1",Bisco Hatori,Ouran High School Host Club #1,4.38,180643
WHY WE SLEEP: UNLOCKING THE POWER OF SLEEP AND DREAMS,Matthew Walker,,4.38,186957
MAUS I: A SURVIVOR'S TALE: MY FATHER BLEEDS HISTORY,Art Spiegelman,Maus #1,4.38,335053
BAD BLOOD,Jennifer Lynn Barnes,The Naturals #4,4.38,42935
MAUS I: UN SURVIVANT RACONTE: MON PÈRE SAIGNE L'HISTOIRE,Art Spiegelman,,4.38,335053
MOTORCYCLE MAN,Kristen Ashley,Dream Man #4,4.38,57196
THE WINDS OF WAR,Herman Wouk,The Henry Family #1,4.38,57126
A PERFECT BLOOD,Kim Harrison,The Hollows #10,4.38,37323
WATCHMEN,Alan Moore,,4.38,559022
"MAXIMUM RIDE, VOL. 3",NaRae Lee,Maximum Ride: The Manga #3,4.38,10675
A MAN CALLED OVE,Fredrik Backman,,4.38,1036244
THE ULTIMATE HITCHHIKER’S GUIDE TO THE GALAXY,Douglas Adams,Hitchhiker's Guide to the Galaxy #1-5,4.38,323534
HOW THE GRINCH STOLE CHRISTMAS!,Dr. Seuss,,4.38,414670
BATTLE CRY OF FREEDOM,James M. McPherson,,4.38,31316
DIME QUIÉN SOY,Julia Navarro,,4.38,23827
LETHAL RIDER,Larissa Ione,Lords of Deliverance #3; Demonica #8,4.37,17123
BONES OF THE HILLS,Conn Iggulden,Conqueror #3,4.37,20653
THE KING,J.R. Ward,Black Dagger Brotherhood #12,4.37,54839
THE HOUSE AT POOH CORNER,A.A. Milne,Winnie-the-Pooh #2,4.37,89733
PERSEPOLIS RISING,James S.A. Corey,The Expanse #7,4.37,71175
DARKER AFTER MIDNIGHT,Lara Adrian,Midnight Breed #10,4.37,19494
LOVE YOU FOREVER,Robert Munsch,,4.37,237445
SWEET DREAMS,Kristen Ashley,Colorado Mountain #2,4.37,48851
LILITH'S BROOD,Octavia E. Butler,Xenogenesis #1-3,4.37,20148
TOLL THE HOUNDS,Steven Erikson,Malazan Book of the Fallen #8,4.37,33488
